Tool Name,Problem Name,Hessian dim,Hessian NNZ,# of Eq Constraints,Eq Constraint NNZ,# of Ineq Const,Ineq Constraint NNZ,# of Threads,eps_abs,Outer GMRES Iter,Inner GMRES Iter,GMRES Tol,Diagonal Pert,Status,# of Iterations,Time (s),Active-set Size,Constraint Satisfaction Inf,Residual Lagrangian inf,Primal Obj,Dual Obj,Obj Value,Non-negativity Inf,Complementarity Inf,Problem Type,Problem Class,
NASOQ,garg2_garg20,28638,533088,0,0,171,4104,8,0.001,0,0,1e-15,1e-09,1,60,2.09115,46,1.78207e-10,5.2751e-07,-931.297,7.31947e-11,-931.297,8.67362e-19,1.47185e-11,contact simulation,computer graphics,
NASOQ,garg2_garg210,28638,533088,0,0,882,21168,8,0.001,0,0,1e-15,1e-09,1,391,11.8307,273,0.000901303,1.39838e-06,-406.206,8.07295e-10,-406.206,8.67362e-19,2.51895e-10,contact simulation,computer graphics,
NASOQ,garg2_garg211,28638,533088,0,0,777,18648,8,0.001,0,0,1e-15,1e-09,1,413,13.4036,293,0.000626889,1.2429e-06,-384.642,7.73538e-10,-384.642,4.33681e-19,1.43635e-10,contact simulation,computer graphics,
NASOQ,garg2_garg212,28638,533088,0,0,870,20880,8,0.001,0,0,1e-15,1e-09,1,392,12.6513,272,0.000941886,1.81226e-06,-376.217,3.19519e-10,-376.217,6.93889e-18,1.47117e-10,contact simulation,computer graphics,
NASOQ,garg2_garg213,28638,533088,0,0,891,21384,8,0.001,0,0,1e-15,1e-09,1,346,10.0845,246,0.00083077,1.14128e-06,-381.646,5.35418e-10,-381.646,2.1684e-19,2.22016e-10,contact simulation,computer graphics,
NASOQ,garg2_garg214,28638,533088,0,0,918,22032,8,0.001,0,0,1e-15,1e-09,1,358,10.8419,244,0.000699998,5.39616e-05,-396.388,-2.13206e-08,-396.388,1.73472e-18,1.33131e-08,contact simulation,computer graphics,
NASOQ,garg2_garg21,28638,533088,0,0,204,4896,8,0.001,0,0,1e-15,1e-09,1,71,2.53796,57,3.6759e-10,3.67043e-07,-902.368,2.43994e-10,-902.368,0,5.92789e-11,contact simulation,computer graphics,
NASOQ,garg2_garg22,28638,533088,0,0,228,5472,8,0.001,0,0,1e-15,1e-09,1,76,2.4021,66,3.42104e-10,8.09264e-07,-870.292,3.1045e-10,-870.292,6.93889e-18,9.89589e-11,contact simulation,computer graphics,
NASOQ,garg2_garg23,28638,533088,0,0,348,8352,8,0.001,0,0,1e-15,1e-09,1,104,2.84601,84,4.47758e-10,5.93476e-06,-829.102,3.95245e-10,-829.102,0,1.98676e-10,contact simulation,computer graphics,
NASOQ,garg2_garg24,28638,533088,0,0,438,10512,8,0.001,0,0,1e-15,1e-09,1,160,4.40462,138,5.54615e-10,8.4707e-07,-766.543,6.4033e-10,-766.543,8.67362e-19,2.83532e-10,contact simulation,computer graphics,
NASOQ,garg2_garg25,28638,533088,0,0,531,12744,8,0.001,0,0,1e-15,1e-09,1,215,7.20326,161,0.000317174,1.28333e-06,-698.074,3.57927e-10,-698.074,6.93889e-18,1.11893e-10,contact simulation,computer graphics,
NASOQ,garg2_garg26,28638,533088,0,0,618,14832,8,0.001,0,0,1e-15,1e-09,1,240,7.65448,188,7.28688e-10,6.99754e-07,-623.141,8.96069e-10,-623.141,1.73472e-18,3.34385e-10,contact simulation,computer graphics,
NASOQ,garg2_garg27,28638,533088,0,0,636,15264,8,0.001,0,0,1e-15,1e-09,1,252,6.89483,192,7.86909e-10,1.30463e-06,-554.255,1.15061e-09,-554.255,0,3.72337e-10,contact simulation,computer graphics,
NASOQ,garg2_garg28,28638,533088,0,0,759,18216,8,0.001,0,0,1e-15,1e-09,1,282,8.85409,228,3.72494e-05,7.82426e-07,-492.095,1.2038e-09,-492.095,1.73472e-18,2.39577e-10,contact simulation,computer graphics,
NASOQ,garg2_garg29,28638,533088,0,0,654,15696,8,0.001,0,0,1e-15,1e-09,1,286,8.82309,224,0.000599518,1.17029e-06,-444.561,1.0373e-09,-444.561,1.0842e-19,2.54644e-10,contact simulation,computer graphics,
