tau,NASOQ,NASOQ-Fixed,NASOQ-TUNED
1.0,0.697951090548579,0.1024454725710509,0.19960343688037013
1.0092621909870476,0.7144745538664904,0.12161269001982816,0.21678783873099802
1.0186101701559758,0.7316589557171183,0.1394580304031725,0.23925974884335757
1.0280447320933093,0.7541308658294779,0.1553205551883675,0.25776602775941837
1.0375666787451858,0.7713152676801057,0.17382683410442828,0.2802379378717779
1.0471768194855202,0.7851949768671513,0.19299405155320556,0.29940515532055517
1.0568759711848041,0.7970918704560476,0.21216126900198282,0.3212161269001983
1.0666649582795393,0.8142762723066754,0.23529411764705882,0.34699272967614014
1.0765446128423155,0.8248512888301388,0.25776602775941837,0.37607402511566423
1.0865157746525382,0.8413747521480502,0.2848645076007931,0.39788499669530736
1.0965792912678098,0.8499669530733642,0.30601454064771977,0.4170522141440846
1.1067360180959736,0.8559153998678123,0.32650363516192993,0.44150693985459355
1.116986818467823,0.8631857237276933,0.34765366820885657,0.4547257105089227
1.1273325637104867,0.8717779246530073,0.37276933245208194,0.46926635822868473
1.1377741332214912,0.8823529411764706,0.3985459352280238,0.48446794448116326
1.148312414543511,0.8896232650363516,0.4170522141440846,0.5029742233972241
1.158948303439811,0.8942498347653668,0.4401850627891606,0.5168539325842697
1.1696827039703852,0.8982154659616656,0.4606741573033708,0.5426305353602116
1.180516528568805,0.9054857898215466,0.47851949768671515,0.5565102445472571
1.1914506981197759,0.9114342366159948,0.4970257766027759,0.5710508922670192
1.2024861420374122,0.9160608063450099,0.5208195637805684,0.5875743555849307
1.2136237983442408,0.9187045604758758,0.5446133509583608,0.6054196959682749
1.2248646137509314,0.9213483146067416,0.5617977528089888,0.6192994051553206
1.2362095437367686,0.9266358228684732,0.5836087243886319,0.6364838070059484
1.2476595526308696,0.9312623925974884,0.5981493721083939,0.6450760079312624
1.259215613694151,0.9332452081956378,0.612690019828156,0.6576338400528751
1.2708787092020586,0.9385327164573695,0.6292134831460674,0.6715135492399207
1.2826498305280605,0.9411764705882353,0.6457369464639788,0.6840713813615333
1.2945299782279156,0.9431592861863847,0.6582947785855915,0.6959682749504296
1.306520162124721,0.9451421017845341,0.6721744877726371,0.7105089226701917
1.3186214013947486,0.9471249173826835,0.6853932584269663,0.7177792465300727
1.330834724654075,0.9484467944481163,0.6913417052214144,0.7250495703899538
1.343161170046016,0.9510905485789821,0.6999339061467283,0.729676140118969
1.3556017853293685,0.9524124256444151,0.7105089226701917,0.7362855254461335
1.3681576279674716,0.9550561797752809,0.7177792465300727,0.7415730337078652
1.3808297652180925,0.9576999339061467,0.728354263053536,0.7488433575677462
1.3936192742241424,0.9616655651024455,0.7395902181097158,0.7580964970257766
1.406527242105237,0.9636483807005949,0.7461996034368804,0.7633840052875083
1.4195547660501011,0.9662921348314607,0.7508261731658956,0.7706543291473893
1.4327029534098308,0.9689358889623265,0.7574355584930601,0.7746199603436881
1.4459729217920199,0.9702577660277594,0.7719762062128223,0.7812293456708526
1.4593657991557567,0.9729015201586253,0.7944481163251818,0.8116325181758096
1.4728827239075026,0.9755452742894911,0.8440185062789161,0.8552544613350959
1.4865248449978568,0.9762062128222075,0.8770654329147389,0.8856576338400529
1.5002933220192183,0.9775280898876404,0.8869795109054858,0.900198281559815
